Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,$104K-$163K (Glassdoor est.),"About the Opportunity:

Our data engineering team is at an exciting juncture where they are developing a data ecosystem that will work dynamically with hospital systems, research institutes and other cancer data systems. The data engineering team will be a partner to the data science team ensuring the data that is collected is curated for them to create the best predictive models in the cancer care industry. As an early engineer to join the Data Platform Team, you will develop complex distributed streaming systems that ingest and process data arriving from and delivered to our partner healthcare systems. Additionally you will develop a Data Insights Platform, that will power ML workloads, in partnership with the Data Science team. You will learn and build healthcare knowledge graphs that will be central to improving outcomes for cancer patients.

We are looking for Sr. Data Engineers to join our dynamic team and bring their passion for data engineering with them!

What You Will Do:
Integrate with healthcare APIs such as HL7 & FHIR to build ELT/ETL pipelines that store, transform and aggregate data to power our data science workloads and fuel our provider- and patient-facing applications.
Define the core data models abstracted from the Electronic Health Records (EHR)
Assess the existing data ecosystem; leverage existing APIs & build new ones to consume structured and unstructured data sets.
Partner, develop and own the cloud-based data management platform that will define and change the way we work with data.
Be an active participant in: Architecture reviews, code reviews, general agile processes, the development and mentorship of engineers, and building a strong engineering culture while advocating practical sophistication.
What We're Looking For:
5+ years of big data and software engineering experience
Solid expertise and skills in object-oriented and functional programming paradigms and implementations using Scala, Python, Elixir or similar language.
Microsoft Azure, Amazon Web Services, Google Cloud Platform or similar cloud platform architecture experience involving analytic systems.
Hands-on experience with distributed data technologies: Kafka, Spark, Flink, etc.
Experience with analytics applications using one or more of the database technologies, such as OLTP, OLAP, key-value, document-oriented, and graph.
Experience building reliable, performant streaming & batch processing data pipelines.
Strong communication skills, both written and verbal.
Project Rōnin is filling one of the greatest gaps in patient care to date. Our mission is to increase the length and quality of every persons life who has been affected by cancer.

This year alone there will be nearly 1.8 million new cancer diagnoses, and the tools oncologists are using havent been updated in 20 years. With our platform, communication between patients and their doctors is optimized through an individual care platform that is already having an immediate impact.

Want to learn more?
Our Perks and Benefits
Linkedin
Medium

Avoid the confidence gap. If some of the above describes you, wed love to chat and see where your skills can add to our team.

We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status.",4.9,"Project Ronin
4.9","San Mateo, CA",-1,1 to 50 Employees,2018,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Description
:

Strong Python skills for Machine Learning Engineering work
Should be able to write Microservices in Java
Natural Language Processing – BERT/ALBERT transformer based
Experience in training ML model at scale using GPUs
Experience in Tensorflow,Pytorch, Keras , Flask, Gunicorn

Posted On
:

Strong Python skills for Machine Learning Engineering work
Should be able to write Microservices in Java
Natural Language Processing – BERT/ALBERT transformer based
Experience in training ML model at scale using GPUs
Experience in Tensorflow,Pytorch, Keras , Flask, Gunicorn

Role
:

Experience productionzing and deploying ML models.
Experience in model deployment at scale
Google Cloud platform skills in Kubernetes , Cloud Function, GCE

Posted On
:

Experience productionzing and deploying ML models.
Experience in model deployment at scale
Google Cloud platform skills in Kubernetes , Cloud Function, GCE

Location
:

DALLAS

Posted On
:

DALLAS

Posted On
:

01-Sep-2020

Years Of Exp
:

8 to 16 Years

Posted On
:

8 to 16 Years

Apply
Back

Recruiter

To:
Enter comma separated emails

Please enter at least one email
Please enter a valid email address
From:
Please enter the from email address

Please enter a valid email address

Subject:

Please enter the email subject
Hi,

Job Title : Machine Learning Engineer
Location : DALLAS
Experience : 8 to 16 Years

You can view the details of the job and apply here

Send Email
Cancel",3.8,"Mindtree
3.8","Dallas, TX",-1,10000+ Employees,1999,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"AppZen delivers the world’s leading AI platform for modern finance teams. Starting with business spend, we automate manual process, uncover problems, and optimize decision making for enterprises around the globe, including one-fourth of the Fortune 500. Our platform combines patented deep learning, computer vision, and semantic analysis with intelligence from thousands of online data sources to understand financial transactions in business context and make decisions before those transactions happen. AppZen is a must have for CFOs and their teams to reduce spend, achieve compliance, and streamline process.

We’ve taken off this year! Since we released our platform in 2016, over 1,800 enterprises have standardized on AppZen, including three of the top ten banks, four of the top ten media companies, three of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and five of the top ten software providers. We were a Gartner Cool Vendor last year, have been recognized as one of the fastest-growing technology companies in the market, and we just announced $50 million in Series C funding.

We are looking for a Machine Learning Engineer to come and work on our growing AI stack. You will be working with a team of highly skilled machine learning engineers. If you are excited about computer vision and natural language processing, AppZen is the right place for you to apply and grow your skills.

Must-Have:
Solid understanding of machine learning fundamentals, and familiar with standard algorithms and techniques
Ability to analyze a wide variety of data: structured and unstructured, observational and experimental, to drive system designs and product implementations Expert knowledge of a statistical computing language such as Python
You should have a knack to solve problems in a creative manner: when annotation is not available, identify how to use the existing data and get going
Knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference. Experience in design and deployment of real-world, large-scale, user-facing systems
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful
Must have 4+ years of industry experience
Preferred:
Excellent written and verbal technical communication skills; communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions
M.S. or equivalent experience in Computer Science/Engineering with graduate level experience in ML and/or Statistics, or other relevant technical field
Come as you are, we do not discriminate! We celebrate, support, and thrive upon our diverse customer and employee base.",3.8,"AppZen, Inc.
3.8","San Jose, CA",-1,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Who we are


Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

When applying for a job you are required to create an account, if you have already created an account - click Sign In.

Creating an account will allow you to follow the progress of your applications. Our system does have some requirements that will help us process your application, below are some guidelines for creation of your account:
Provide full legal First Name/Family Name – this is important for us to ensure our future hires have the right system set up.
Please Capitalize first letter of your First and Last Name.
Please avoid using fully capitalized text for your First and/or Last Name.
NOTE: If your name is hyphenated or has multiple capitalization, please use the same format as your government ID.
Job Description Summary:

PayPal customer success team is looking for a talented and highly motivated senior engineer for a technical domain that comprises of customer data analytics and ML/DL models development to support different business use cases

Job Description:

We are looking for a talented and highly motivated senior engineer for a technical domain that comprises of customer data analytics and ML/DL models development to support different business use cases
5+ Years of Experience Desired
Discovering, analyzing, structuring and mining data
Statistical hypotheses validation and model performance analysis
Developing neural network models supporting business use cases
Design and coordinate implementation of DL based solutions for production usage
Deep understanding of data mining algorithms and statistical methods
Experience in successfully applying machine learning to real-world problems
Strong knowledge of Deep Learning frameworks: Keras, Tensorflow, PyTorch, etc
Knowledge in python and packages for data analysis (scipy, numpy, pandas, matplotlib)
Proficient in one or more of programming languages Scala, Java, C++
Strong knowledge of extracting and processing data with RDBMS/NoSQL
Experience with one or more Container-ecosystem (Docker, Mesos, Kubernetes) will be a plus
Good communication skills and team player attitude
Experience in Natural Language Processing/Understanding using deep neural networks ( RNN (LSTM, GRU) / CNN) is a plus
Experience in working with GPU, profiling/low-level optimizations, Cuda/CuDNN is a plus
Experience with BigData ecosystem Hadoop, Hive, Spark/PySpark is a plus
Subsidiary:

PayPal

Travel Percent:

0

Primary Location:

Austin, Texas, United States of America

Additional Locations:

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.",3.9,"PayPal
3.9","Austin, TX",-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Job Number: R0077824

Machine Learning Engineer, Mid

The Challenge:

Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the machine learning and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a machine learning engineer and data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection to cancer research, to national intelligence — you know the answers are in the data.

We have an opportunity for you to use your software development and analytical skills to aid in developing Artificial Intelligence (AI) and Machine Learning (ML) applications for the Air Force. As a machine learning engineer and data scientist, you’ll work directly with clients and colleagues to create machine learning models and retrain systems to automate tasks that human previously performed. You have exceptional skills in statistics, software engineering, and programming. You’ll develop algorithms, write scripts, build predictive analytics, apply machine learning, and use the right combination of tools and frameworks to turn disparate data into objective answers to help Air Force leaders make informed decisions.

Empower change with us.

You Have:
3+ years of experience with software engineering
3+ years of experience in a technical delivery role
3+ years of experience with programming, including machine learning frameworks, such as TensorFlow, Keras, PyTorch, Caffe, Python, and MXNET
Secret clearance
BA or BS degree
Nice If You Have:
Top Secret clearance preferred
BA or BS degree in CS, EE, Computer Engineering, Software Engineering, Cognitive Science, Mathematics, or Statistics
Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required.

Build Your Career:

At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government
You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",3.9,"Booz Allen Hamilton Inc.
3.9","Arlington, VA",-1,10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),-1
"Software Engineer, Machine Learning",$104K-$163K (Glassdoor est.),"At Lyft, our mission is to improve people's lives with the world's best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.

With over half a billion rides and counting, Lyft is solving hard problems in a rapidly growing domain with a lot of data and creative solutions in Marketplace, Mapping, Fraud, Growth and beyond. While traditional approaches to optimization and problem decomposition are sufficient to disrupt transportation, building next-generation platform for low-cost, ultra-immersive transportation to improve people's lives warrants modern ML utilizing peta-byte scale data. Our highly motivated Machine Learning Engineers work on these challenging problems and define solutions to directly impact various aspects of our core business.

If you are a critical thinker with experience in machine learning workflows, passionate about solving business problems using data and working in a dynamic, creative, and collaborative environment, we are searching for you.

Responsibilities:
Design, build, train and test Machine Learning models to push state of art forward
Write production-level code to convert your ML models into working pipelines
Analyze experimental and observational data, communicate findings, and facilitate launch decisions
Participate in code reviews to ensure code quality and distribute knowledge
Critically evaluate problems across business areas
Work closely with cross-functional team to creatively design solution for business impact
Experience:
B.S., M.S. or Ph.D. in Computer Science or related technical field or relevant work experience
2+ years (or Ph.D. with 2+ years) of industry or research experience developing ML models
Deep knowledge of ML libraries like scikit-learn, Tensorflow, PyTorch, Keras, MXNet, etc
Proven ability to quickly and effectively turn research ML papers into working code
Practical knowledge of how to build efficient end-to-end ML workflows
""Engineer at heart"" with a high degree of comfort in designing software systems and producing high-quality code
Strong oral and written interpersonal skills
Benefits:
Great medical, dental, and vision insurance options
Mental health benefits
In addition to 12 observed holidays, salaried team members have unlimited paid time off, hourly team members have 15 days paid time off
401(k) plan to help save for your future
18 weeks of paid parental leave. Biological, adoptive, and foster parents are all eligible
Pre-tax commuter benefits
Lyft Pink - Lyft team members get an exclusive opportunity to test new benefits of our Ridership Program

Lyft is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. Lyft does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status, or any other basis protected by applicable local, state, or federal laws or prohibited by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Pursuant to the San Francisco Fair Chance Ordinance and other similar state laws and local ordinances, and its internal policy, Lyft will also consider for employment qualified applicants with arrest and conviction records.",3.8,"Lyft
3.8","San Francisco, CA",-1,5001 to 10000 Employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Clockwise & COVID-19

Clockwise is actively hiring for this position and will review your application.

We are monitoring the COVID-19 pandemic as the health, safety, and comfort of our community, employees, and candidates remain our number one priority. We appreciate your understanding as we've modified our hiring processes during this situation.

Parts of this job description are specific to Clockwise during the CA state & local COVID-19 response.

Who we are


Clockwise is an intelligent calendar system that frees up your time so you can work on what matters. We want to help people escape the chaos of work and find their focus. As the world's first company powering time, Clockwise creates, detects, protects and negotiates Focus Time to help individuals and teams anywhere in the world be more productive at work.

Having a deep understanding of how people spend their time is the core of the Clockwise services. We're looking to hire a Machine Learning Engineer to join our growing engineering team and focus on making Clockwise more intelligent, intuitive, and delightful.

We value engineers who build for the end user, find fun in difficult problems, sweat the details, and love pushing code. We're a humble, fast-moving, and fun team building a consumer-centric culture with empathy, authenticity, focus, drive, curiosity, and enthusiasm.

Clockwise is headquartered in San Francisco, CA. We're proud to have the backing of Accel and Greylock Partners. Our team has decades of experience from places like Twitter, Asana, Salesforce, and Google. Join us as we help the world make time for what matters.

What you'll do
Dive head-first into the problem of how intelligent systems can put time back in people's day
Build and maintain scalable systems and pipelines for creating intelligent systems
Identify, prepare, and clean, and evaluate potential data sources and features
Prototype models for new product capabilities and provide guidance to the broader team on our feature roadmap.
Develop models used to understand user behavior and to predict how to optimize time
Deploy, evaluate, monitor, and continuously improve models serving user-facing products in production
Identify, investigate, and solve complex problems across systems, tools and environments
Contribute to high level strategic decisions
About you
Expert knowledge in machine learning fundamentals
Expert knowledge of using Tensorflow in production systems (or other ML frameworks)
Strong foundation in statistics with an ability to separate out signal from noise
Stubbornly curious about deep, technical problems with unknown solutions
Strives to find the simplest and most explainable solution that gets the job done
Demonstrated leadership and ability to architect thoughtfully engineered systems
Strong technical aptitude and exceptional communication skills (written and verbal)
Fantastic troubleshooting and analytical skills, drive to help customers, and the ability to dive deep and learn a new product.
Experience and desire to work cross-functionally. Team and goal-oriented. High output; low ego.
Passionate about productivity tools and workflows
Our stack

Python, Tensorflow, Java, AWS, Kubenetes, Postgres, and more

Work location


Clockwise is currently working remotely in accordance with San Francisco's ""Stay Home"" ordinance.

Clockwise is accelerating the comfort & normalcy of remote work for our users as well as our employees. We've designed a remote work experience that exemplifies our values-driven culture and velocity by modifying our weekly rituals and adopting new technologies.

The Clockwise HQ is in the South of Market neighborhood of San Francisco; 3 minutes from CalTrain & 10 minutes from BART.

What we offer (non-exhaustive)
Competitive total compensation package with generous equity
Premium medical, dental and vision plans
401(k) plan
Commuter & wellness stipend
Daily team lunches, kitchen stocked with snacks
Company happy hours, social events, and outings
In the Press

Clockwise helps teams organize (meetings) in a ""batched"" fashion, so that they occur back to back, preserving as much uninterrupted time as possible on each employee's individual calendar.


The New Yorker - Cal Newport, ""Can Remote Work Be Fixed?""

(T)ry Clockwise, a Google Calendar extension that optimizes your calendar to help you find uninterrupted, focused work timenot meeting time.


The Wall Street Journal - Joanna Stern, ""Living the Coronavirus Work-From-Home Life? Here Are All the Tech Tips You Need""

Forbes - H.V. MacArthur, ""Effective Time Management While Working Remotely During The COVID-19 Pandemic""

TechCrunch - Lucas Matney - ""Accel & Greylock-backed Clockwise launches an AI assistant for Google Calendar""

Product Hunt, Product of the Year 2019 runner-up

Ryan Hoover - ""Announcing the 2019 Golden Kitty Award Winners""

What drives Clockwise


Empathy - we work to fully understand our customers and teammates, especially when we disagree

Authenticity - we speak openly and candidly while embracing our teammates' individuality

Focus - we spend our time deliberately and don't wait to do the things that matter

Drive - we relentlessly pursue success and aren't afraid to get outside our comfort zone

Curiosity - we seek out opportunities to learn and continuously question how we can improve

Enthusiasm - we love what we do and are excited to share it with the world

Clockwise is looking to build a diverse team of individuals that share our core values. If these values resonate with you, please apply below or email us at careers@getclockwise.com.",-1,Clockwise,"San Francisco, CA",-1,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Examity, the world leader in online test integrity and the fastest-growing Edtech company in the United States, is looking for a dedicated Machine Learning Engineer to join the growing team in our Newton, MA location.

Position Overview

We are looking for an experienced machine learning engineer or data scientist with strong developer skills. The Machine Learning Engineer will apply a broad knowledge of AI and ML techniques to design and implement authentication, proctoring and automation solutions across the Examity product line. As part of a fast-growing and innovative team, you will apply creativity to solve technical challenges.

We authenticate and proctor millions of exams each year. As a result, you will have a vast pool of video data to analyze and leverage. You will use your software engineering skills to help build scalable machine learning models that create value across multiple areas of our products. You will work with product management, engineering and our services teams to propose and test models or applications of technologies that can improve proctoring results and create differentiated products and capabilities. You must be hands-on, creative and able to communicate your approach to technical and non-technical stakeholders across the company.

Familiarity and experience (preferable) using multimedia processing:
Cognitive Learning.
Facial Detection, Validation, Recognition, Sentiment Analysis frameworks in ML.
Video/audio processing frameworks.
System behavior detection frameworks.
Essential Duties
Work with the AI team in building world-class software, functioning as an AI/ML subject matter expert, and successfully deliver ML applications that impact our business.
Partner with product management to identify opportunities to leverage data science to advance Examity’s learning validation platform.
Collaborate with cross-functional agile teams to define, create and operate AI systems at scale.
Research and implement appropriate ML algorithms and tools in video/audio system tasks/programs processing.
Develop machine learning applications according to requirements in cognitive analysis.
Select appropriate datasets and data representation methods in user behaviors.
Run machine learning tests and experiments in user behaviors.
Perform statistical analysis and fine-tune using test results.
Train and retrain systems using video data.
Extend existing ML libraries and frameworks in cognitive frameworks.
Requirements
A Bachelors or Masters in Computer Science, Data Science, Machine Learning, Artificial Intelligence, Statistics, Operations Research or a similar field.
3+ years of work experience.
A passion for solving real-world problems with machine learning.
Excellent communications skills.
Experience solving problems in some of the following areas: natural language, machine vision, transfer learning, data labeling and classification, regression, information retrieval, and statistical modeling.
Experience with ML tools such as Tensorflow js.
Knowledge and experience with SQL and relational databases.
Knowledge of Hadoop, Hive, Redshift, Spark or other big data tools is a plus.
Proficiency in a low-level programming language such as Java or C++.
Strong computer science fundamentals, including data structures and complexity.
Legal authorization to work in the United States. We will not sponsor individuals for employment visas.
Benefits

Examity offers a competitive salary and a comprehensive benefits package including health, dental and 401k. As one of the fastest growing Massachusetts companies, you will be challenged to build your skills and take on increasing responsibility. Our office environment is open, collaborative, fast paced and high energy. Examity’s new urban office location in Newton, MA provides access to local shopping and restaurants. Employees enjoy Examity’s free snacks and drinks, a flexible work schedule, and frequent group outings to skyboxes for Celtics, Red Sox and summer concerts.

You can’t spell Examity without “team.” Which is why we built our business around the most collaborative and passionate people in the industry. We’re always looking to grow our family, so if you’re interested in joining us, please don’t hesitate to reach out. We would love to hear from you! Examity is proud to be an equal opportunity employer. We thrive because of the diversity of our employees. At Examity, people of different backgrounds, experiences, abilities, and perspectives are always welcome. We foster an environment of mutual respect and do not tolerate any discrimination. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status.",3.9,"Examity
3.9","Newton, MA",-1,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
AI Engineer,$104K-$163K (Glassdoor est.),"Company Description

Infotree’s approach to every employee and customer is based around making a positive impact. We focus on over-servicing, continuous improvement and a high-quality culture. We’re passionate about making successful matches for our employees and customers across the globe. Infotree prides itself in our proven track record and innovative culture with 100% focus on the employees and customers

Job Description

Reach out to me on 734-400-0958 OR abbas@infotreeglobal.com
W2 Candistes Only

Job Title: AI Engineer
Duration: 6- 8 Months
Location: Houston, TX

OCR and image recognition expertise from industry to implement new software applications for: OCR, structure recognition of tables in document images, and handwritings.
OCR libraries such as Tesseract, PyOCR, OpenCV, .NET OCR SDK, etc.
Hands-on experience in NLP ,word embedding (Word2vec, Glov, FastText) and topic models (like LDA, NMF)
Must have the capability to convert business problems to NLP/ML problems.
Software development using Python
Extracting, cleaning, preprocessing data sets. Familiarity with NumPy and Pandas
Supervised and unsupervised machine learning techniques
Responsible for implementing the industry best practices
Hands-on experience with Scikit-learn, Tensorflow, Keras (Faster R-CNN), MXNet, or PyTorch
Data visualization and performing model diagnostics. Understand learning curves
Coordinate sub-task for successful project task integration
Good communication skills.
Familiar with Agile / Scrum.",3.7,"Infotree Service Inc
3.7","Houston, TX",-1,51 to 200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1
Machine Learning Engineer,$104K-$163K (Glassdoor est.),"Tuknik Government Services (TGS) is looking for exceptionally well qualified Machine Learning Engineers to support our government client in Crystal City, VA.

We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

The Joint Artificial Intelligence Center (JAIC) is looking for a high performing candidate to fill a Machine Learning Engineer position supporting the nation's new initiative to coordinate the Artificial Intelligence and Machine Learning (AI/ML) efforts across the Department of Defense. This position requires an experienced person with demonstrated Machine Learning expertise, a high level of technical expertise, superior professional demeanor, and the ability to learn and accomplish a wide variety of day-to-day responsibilities that ensure program success.

Essential Functions
Developing, testing, deploying and updating machine learning (ML) models trained on structured and unstructured (big) data sources in both on-premise and cloud-native environments.
Driving the incorporation of developed ML models and pipelines into production-level ML systems in both on-premise and cloud-based delivery models, by creating robust, scalable and well-engineered ML components that enable delivery convergence.
Collaborating with data engineers, data scientists and infrastructure engineers to develop and deploy data and model pipelines, applying ML and data science techniques in design distributed and large-scale processing systems.
Writing production-level, re-usable, interpretable code in R, Python, Java, C++, Scala, SQL, or other languages, while engaging in collaborative code reviews and providing technical feedback to improve existing ML model performance.
Performing AI research/engineering outreach to ensure best ML modeling practices are leveraged in AI solution design and product development, to include an understanding of AI technology maturity.
Coordinating science and technology (S&T) research and development (R&D), outreach, and engagement efforts to help advance sensitive ML capability development efforts via technical leadership of external ML contracts.
Demonstrating applied understanding of natural language processing (NLP), computer vision (CV), decision networks, neural networks, autonomous systems, and other ML-based regression and classification methodologies.
Working independently and in a collaborative, dynamic, cross-functional environment.
Requirements
PhD in Machine Learning, Computer Science, Software Engineering, Applied Mathematics, Operations Research, or related field with 1 year of experience, or a Master’s degree with proven experience of at least 5 years.
Minimum of two applied and specialized certifications (e.g., Udacity AI/ML Engineer, Coursera Deep Learning).
Minimum of two complementary experience specialty areas outside ML (e.g., full stack developer, cloud architect).
Fluency in Python, R, C++, Java, or other similar programming language.
Experience with multi-modality processing, deep neural networks, Gaussian processes, reinforcement learning, etc.
Understanding of applied autonomous systems and embodied intelligence (e.g., multi-agent systems).
Extensive knowledge of machine learning model evaluation metrics and best practices.
Strong understanding of probability, statistics and mathematics (e.g., statistical learning theory, algorithms).
Experience working with cloud-based platforms and tools (AWS, Azure, GCP, etc.).
Experience working with web services (Redshift, DigitalOcean, etc.).
Experience working with distributed data and computing tools (Hadoop, Hive, Gurobi, MySQL, Spark, S3, etc.).
Experience working with distributed systems (Etcd, zookeeper, consul, etc.).
Experience working with messaging tools (Kafka, RabbitMQ, ZeroMQ, etc.).
Must be a US Citizen, hold a current DoD Secret Clearance, and can obtain a DoD Top Secret/SCI Clearance
Working Environment & Conditions

This position is primarily indoors, consistent with a standard office position and has a noise level of mostly low to moderate. The incumbent is required to stand; walk; sit; use hands to manipulate, handle, or feel objects, tools, or controls; reach with hands and arms; talk and hear. The work load may require the incumbent to sit for extended periods of time. The incumbent must be able to read, perform simple math calculations and withstand moderate amounts of stress. The incumbent must occasionally lift and/or move items that weigh up to 25 lbs. Specific vision abilities required for the job include close vision, distance vision, color vision, depth perception, and the ability to adjust focus.

Our Equal Employment Opportunity Policy

The company is an equal opportunity employer. The company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military/veteran status, marital status, genetic information or any other factor protected by law. We are committed to equal employment opportunity in all decisions related to employment, promotion, wages, benefits and all other privileges, terms and conditions of employment.

The company is dedicated to seeking all qualified applicants. If you require an accommodation to navigate or to apply to a position on our website, please contact Heaven Wood via e-mail at accommodations@koniag.com or by calling 703-488-9377 to request accommodations.",3.3,"Koniag, Inc.
3.3","Crystal City, VA",-1,501 to 1000 Employees,-1,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
